age,gender,married,dependents,education,self_employed,employment_type,applicant_income,coapplicant_income,credit_score,loan_amount,loan_term_months,existing_loans_count,property_area,loan_status
37,Male,Yes,0,Graduate,No,Salaried,25093,13541,620,196,240,1,Urban,Rejected
29,Female,Yes,0,Graduate,Yes,Salaried,41516,17753,799,180,120,2,Urban,Approved
23,Male,Yes,1,Graduate,No,Salaried,43747,0,712,263,360,0,Semiurban,Approved
35,Female,Yes,1,Graduate,No,Salaried,35464,0,704,258,180,0,Semiurban,Approved
47,Female,No,2,Graduate,No,Salaried,92381,0,769,449,180,0,Semiurban,Approved
50,Male,Yes,0,Graduate,Yes,Salaried,79597,0,735,116,120,2,Semiurban,Approved
34,Female,Yes,0,Graduate,No,Business,25792,0,656,296,180,2,Semiurban,Approved
33,Female,Yes,1,Graduate,No,Salaried,81203,7344,764,85,180,0,Semiurban,Approved
51,Male,Yes,0,Graduate,No,Salaried,87649,9120,528,445,120,0,Rural,Rejected
47,Male,No,0,Graduate,No,Salaried,34134,25566,620,169,360,1,Rural,Rejected
53,Female,Yes,1,Graduate,Yes,Salaried,37149,10398,671,176,180,1,Rural,Rejected
56,Female,Yes,0,Graduate,No,Self-Employed,35406,0,729,220,60,1,Urban,Approved
53,Male,No,0,Graduate,No,Salaried,26305,0,651,68,120,0,Semiurban,Rejected
57,Male,No,0,Graduate,No,Business,27644,0,519,78,120,3,Rural,Rejected
37,Male,No,3,Graduate,No,Business,70239,0,507,142,360,1,Rural,Rejected
36,Male,Yes,0,Graduate,No,Salaried,45193,0,674,160,120,1,Semiurban,Approved
33,Male,Yes,0,Graduate,No,Business,27527,16133,637,380,180,0,Semiurban,Rejected
30,Male,No,0,Graduate,No,Self-Employed,22857,19856,598,84,240,0,Rural,Rejected
50,Male,Yes,0,Graduate,No,Business,24858,0,583,290,120,0,Rural,Rejected
48,Male,Yes,0,Graduate,No,Salaried,33459,0,692,118,180,0,Semiurban,Approved
52,Male,Yes,1,Graduate,No,Business,57330,12598,797,117,240,2,Urban,Approved
27,Male,No,0,Not Graduate,Yes,Salaried,23623,50426,692,124,360,1,Rural,Approved
40,Female,Yes,0,Graduate,No,Salaried,57003,0,798,115,240,3,Semiurban,Approved
29,Male,Yes,0,Graduate,Yes,Business,40074,0,646,171,60,1,Urban,Approved
55,Male,Yes,0,Graduate,No,Salaried,39004,0,720,110,120,0,Urban,Approved
31,Male,Yes,0,Not Graduate,No,Salaried,60651,0,802,66,180,1,Semiurban,Approved
26,Male,No,1,Graduate,No,Salaried,55364,47584,666,117,180,1,Semiurban,Rejected
43,Male,Yes,1,Graduate,No,Salaried,17993,0,682,169,360,2,Rural,Rejected
55,Male,Yes,1,Graduate,No,Salaried,21120,0,646,67,60,1,Urban,Rejected
56,Male,No,0,Graduate,No,Salaried,32378,0,733,180,120,0,Urban,Approved
24,Male,No,2,Graduate,No,Salaried,43390,0,761,242,180,1,Semiurban,Approved
33,Male,Yes,1,Not Graduate,No,Self-Employed,71847,0,712,281,60,1,Urban,Approved
26,Male,No,0,Not Graduate,Yes,Salaried,37516,15931,659,159,180,1,Semiurban,Rejected
33,Female,Yes,0,Not Graduate,Yes,Self-Employed,85123,0,545,54,120,0,Semiurban,Rejected
41,Female,No,2,Graduate,No,Salaried,25506,0,676,186,240,0,Urban,Approved
31,Male,Yes,0,Graduate,No,Self-Employed,27756,14469,663,218,120,2,Rural,Rejected
23,Male,Yes,0,Graduate,No,Self-Employed,31168,0,701,95,180,0,Urban,Approved
40,Male,Yes,1,Graduate,No,Business,24134,0,691,129,180,1,Rural,Approved
23,Male,Yes,0,Graduate,No,Salaried,64842,0,822,171,120,0,Semiurban,Approved
29,Male,Yes,3,Graduate,Yes,Salaried,9091,38082,617,328,180,0,Semiurban,Rejected
21,Male,Yes,0,Graduate,No,Business,28232,51882,538,118,180,0,Rural,Rejected
24,Male,Yes,0,Not Graduate,No,Self-Employed,64480,20086,577,210,240,0,Urban,Rejected
38,Male,Yes,0,Not Graduate,No,Salaried,31065,0,623,157,180,0,Rural,Approved
54,Male,Yes,0,Graduate,Yes,Self-Employed,62096,5212,777,148,180,1,Urban,Approved
51,Female,No,2,Graduate,No,Self-Employed,108972,0,563,261,180,0,Rural,Rejected
24,Female,No,2,Graduate,No,Salaried,37805,0,575,89,180,0,Urban,Rejected
22,Male,No,3,Graduate,No,Self-Employed,65151,8034,717,151,240,1,Semiurban,Rejected
34,Male,Yes,0,Graduate,No,Self-Employed,121731,6304,756,136,60,1,Urban,Approved
46,Male,Yes,0,Graduate,No,Salaried,44402,16975,541,63,180,0,Semiurban,Rejected
50,Female,Yes,0,Graduate,No,Salaried,35453,0,521,249,360,1,Urban,Rejected
53,Male,Yes,0,Not Graduate,No,Salaried,57024,0,609,203,180,0,Urban,Rejected
34,Male,Yes,3,Not Graduate,No,Salaried,65651,27947,739,137,180,1,Urban,Approved
27,Male,No,0,Graduate,No,Salaried,35617,23622,693,118,240,0,Urban,Approved
22,Female,Yes,0,Graduate,No,Self-Employed,28512,0,613,134,180,0,Semiurban,Rejected
26,Male,No,0,Graduate,Yes,Salaried,85708,60118,747,191,180,0,Semiurban,Rejected
23,Male,Yes,2,Graduate,No,Business,31720,0,691,138,120,2,Urban,Approved
54,Male,Yes,0,Graduate,No,Self-Employed,65964,25311,670,96,120,0,Rural,Rejected
31,Male,Yes,1,Graduate,No,Self-Employed,41416,0,535,104,60,1,Semiurban,Rejected
53,Male,No,1,Graduate,No,Salaried,90534,16934,611,133,240,1,Urban,Rejected
42,Male,Yes,2,Graduate,Yes,Salaried,23753,0,856,84,180,0,Semiurban,Approved
42,Male,Yes,0,Graduate,No,Self-Employed,23730,9548,650,159,360,0,Semiurban,Rejected
38,Male,Yes,0,Not Graduate,Yes,Salaried,55673,38894,594,90,120,0,Semiurban,Rejected
52,Male,Yes,0,Graduate,No,Salaried,20637,0,646,83,120,0,Rural,Approved
22,Female,No,2,Graduate,No,Salaried,38496,18700,691,663,180,2,Semiurban,Rejected
24,Male,No,3,Not Graduate,No,Salaried,78763,10051,760,354,60,0,Rural,Approved
37,Male,No,1,Graduate,No,Self-Employed,14877,7374,736,144,180,0,Semiurban,Approved
36,Male,No,0,Graduate,No,Salaried,44403,0,619,206,120,0,Rural,Approved
42,Male,No,0,Not Graduate,No,Salaried,66561,0,794,224,120,1,Semiurban,Approved
49,Male,Yes,1,Graduate,Yes,Salaried,35848,0,753,129,180,0,Semiurban,Approved
43,Female,Yes,0,Graduate,No,Salaried,22844,42938,640,155,180,0,Semiurban,Rejected
31,Male,Yes,1,Graduate,No,Salaried,31847,11571,668,118,120,0,Rural,Approved
33,Female,Yes,2,Graduate,No,Business,23879,8596,734,252,120,2,Urban,Approved
50,Female,Yes,0,Not Graduate,No,Business,37593,19000,777,253,120,1,Urban,Rejected
28,Male,Yes,0,Graduate,No,Business,31623,24525,543,293,120,0,Urban,Rejected
40,Male,No,0,Graduate,No,Salaried,28096,0,686,153,360,1,Urban,Approved
42,Male,No,0,Graduate,No,Salaried,45847,0,677,397,240,1,Rural,Rejected
50,Male,Yes,1,Not Graduate,No,Salaried,79982,0,629,129,120,0,Semiurban,Rejected
48,Male,No,0,Graduate,No,Self-Employed,42784,0,628,374,180,3,Urban,Rejected
39,Male,Yes,0,Graduate,No,Self-Employed,71099,0,775,107,120,0,Semiurban,Approved
33,Male,Yes,0,Not Graduate,No,Self-Employed,79970,8269,728,70,120,2,Urban,Rejected
35,Male,Yes,0,Graduate,No,Salaried,27083,0,870,370,360,2,Rural,Approved
37,Female,Yes,1,Graduate,No,Salaried,41666,12640,629,187,120,1,Rural,Approved
29,Male,Yes,1,Graduate,Yes,Business,29364,0,692,174,360,1,Urban,Rejected
45,Female,Yes,0,Not Graduate,No,Salaried,17308,0,708,112,240,0,Semiurban,Approved
29,Male,Yes,0,Graduate,No,Self-Employed,43385,0,761,88,240,0,Rural,Approved
46,Male,Yes,0,Graduate,No,Self-Employed,21460,0,802,92,180,0,Semiurban,Approved
50,Male,No,0,Not Graduate,No,Salaried,46265,15030,688,144,120,2,Rural,Approved
58,Male,Yes,0,Graduate,No,Business,16682,16262,581,125,240,0,Urban,Approved
25,Male,Yes,3,Graduate,No,Business,39557,0,616,51,240,0,Urban,Approved
50,Female,Yes,0,Graduate,No,Self-Employed,16558,13180,693,313,180,0,Semiurban,Approved
24,Male,Yes,0,Not Graduate,Yes,Salaried,50865,13223,781,109,60,0,Urban,Approved
34,Male,Yes,0,Graduate,No,Salaried,29831,28182,550,249,120,0,Rural,Rejected
27,Male,Yes,2,Graduate,Yes,Self-Employed,28427,15477,575,94,60,3,Rural,Rejected
27,Male,Yes,0,Graduate,No,Salaried,63784,0,748,145,120,0,Urban,Approved
27,Male,Yes,3,Graduate,No,Salaried,30922,0,564,218,180,0,Semiurban,Rejected
22,Male,No,0,Not Graduate,No,Salaried,38385,0,579,204,360,0,Rural,Rejected
53,Male,Yes,2,Graduate,No,Salaried,32882,0,782,117,240,1,Rural,Approved
23,Male,Yes,1,Graduate,Yes,Self-Employed,46803,0,660,173,180,1,Urban,Approved
36,Male,Yes,0,Graduate,No,Salaried,61174,0,653,188,240,0,Rural,Approved
48,Female,Yes,0,Graduate,No,Salaried,55150,16650,803,125,180,0,Urban,Approved
59,Male,Yes,0,Graduate,No,Salaried,28758,0,584,77,180,0,Rural,Rejected
54,Male,Yes,2,Not Graduate,No,Salaried,66471,19607,566,98,240,0,Semiurban,Rejected
26,Female,Yes,2,Graduate,No,Salaried,22967,34534,827,111,120,2,Urban,Approved
59,Male,No,0,Graduate,No,Salaried,25053,0,701,136,360,1,Semiurban,Approved
46,Male,Yes,0,Graduate,No,Salaried,34068,0,741,298,120,0,Semiurban,Approved
28,Female,Yes,0,Graduate,Yes,Salaried,61292,0,652,211,180,1,Semiurban,Approved
38,Female,No,0,Graduate,No,Self-Employed,20230,0,670,89,180,0,Urban,Approved
56,Female,Yes,1,Graduate,No,Salaried,56712,29144,617,336,180,0,Semiurban,Approved
36,Male,No,0,Not Graduate,No,Salaried,35335,9275,709,129,180,1,Rural,Approved
28,Female,No,0,Not Graduate,No,Salaried,29235,17038,755,188,60,1,Urban,Approved
55,Male,No,2,Not Graduate,No,Self-Employed,62875,28979,698,84,240,0,Urban,Approved
58,Female,Yes,1,Graduate,No,Salaried,24311,0,775,107,180,0,Rural,Approved
59,Female,Yes,2,Graduate,Yes,Salaried,113873,0,740,226,180,0,Semiurban,Approved
58,Female,Yes,0,Not Graduate,No,Self-Employed,33246,17376,586,87,240,0,Semiurban,Rejected
55,Male,Yes,3,Graduate,Yes,Self-Employed,39141,41115,667,138,180,0,Rural,Approved
38,Male,Yes,1,Graduate,No,Salaried,78547,11000,640,170,360,1,Urban,Approved
28,Male,Yes,0,Not Graduate,No,Self-Employed,39655,0,748,81,120,0,Rural,Approved
45,Male,Yes,0,Graduate,No,Self-Employed,65804,13814,722,55,120,1,Semiurban,Rejected
29,Male,Yes,2,Graduate,No,Salaried,13676,33440,691,211,120,3,Urban,Approved
39,Female,Yes,0,Graduate,No,Business,29106,8504,771,562,360,0,Rural,Approved
46,Male,Yes,2,Graduate,No,Salaried,44283,6755,512,169,240,1,Rural,Rejected
57,Male,No,1,Graduate,Yes,Self-Employed,62362,5812,626,186,240,0,Urban,Rejected
32,Male,Yes,2,Graduate,No,Business,53362,0,633,86,180,1,Rural,Rejected
30,Male,Yes,1,Not Graduate,Yes,Business,50920,6846,703,280,120,2,Rural,Approved
49,Male,No,3,Graduate,No,Salaried,61730,22684,730,111,180,2,Rural,Approved
21,Male,Yes,0,Graduate,Yes,Self-Employed,46051,13402,680,240,180,0,Urban,Rejected
43,Female,Yes,0,Graduate,No,Salaried,12437,10277,562,182,60,1,Urban,Rejected
50,Female,No,1,Not Graduate,No,Salaried,74690,0,717,184,180,1,Rural,Approved
42,Male,Yes,0,Not Graduate,No,Business,23889,0,692,181,360,1,Rural,Approved
35,Male,Yes,1,Graduate,No,Salaried,42481,0,548,178,120,2,Urban,Rejected
53,Male,No,1,Not Graduate,Yes,Self-Employed,39755,0,653,155,240,1,Semiurban,Rejected
35,Female,No,0,Graduate,No,Salaried,37185,20761,714,218,180,0,Urban,Rejected
48,Female,No,2,Graduate,Yes,Salaried,20889,23567,829,93,60,0,Semiurban,Approved
39,Male,No,0,Graduate,No,Salaried,13776,28584,582,119,120,1,Semiurban,Approved
22,Female,Yes,2,Graduate,No,Salaried,22000,0,751,280,180,0,Urban,Approved
41,Male,No,0,Graduate,No,Salaried,54892,0,583,146,240,1,Semiurban,Approved
22,Male,Yes,1,Graduate,No,Salaried,17618,21578,566,114,180,1,Semiurban,Approved
57,Female,No,2,Graduate,No,Business,23385,0,571,225,120,2,Semiurban,Approved
44,Male,No,0,Not Graduate,No,Self-Employed,44758,14633,734,204,60,2,Rural,Approved
35,Male,No,0,Graduate,No,Self-Employed,21726,13729,692,70,240,0,Urban,Approved
39,Male,No,0,Not Graduate,Yes,Salaried,27680,72049,652,193,180,1,Urban,Approved
45,Male,Yes,1,Graduate,No,Salaried,37832,7511,721,144,180,1,Semiurban,Approved
31,Male,No,0,Not Graduate,No,Self-Employed,41828,21943,684,192,120,0,Semiurban,Rejected
32,Male,Yes,0,Graduate,Yes,Salaried,21512,0,690,135,240,0,Urban,Approved
37,Male,Yes,2,Graduate,No,Salaried,38967,13296,653,169,120,1,Rural,Rejected
31,Male,No,0,Graduate,Yes,Business,44330,14748,588,54,60,0,Urban,Rejected
50,Female,No,0,Not Graduate,No,Salaried,19214,12825,832,86,180,0,Urban,Approved
25,Male,Yes,1,Graduate,Yes,Business,40434,16320,806,194,240,0,Rural,Approved
53,Female,Yes,0,Graduate,No,Salaried,25380,27993,823,498,360,1,Rural,Approved
34,Male,Yes,0,Not Graduate,No,Salaried,38637,14488,631,161,360,0,Semiurban,Rejected
42,Male,Yes,3,Graduate,No,Salaried,52132,105488,619,95,180,0,Urban,Approved
27,Male,Yes,1,Graduate,No,Business,33252,12436,643,144,180,1,Urban,Approved
36,Female,No,0,Graduate,No,Self-Employed,57337,37291,777,86,180,0,Urban,Approved
50,Male,Yes,2,Graduate,No,Self-Employed,53928,0,680,251,180,0,Semiurban,Rejected
31,Female,No,0,Graduate,Yes,Salaried,57177,0,631,138,120,0,Semiurban,Rejected
26,Male,Yes,0,Graduate,No,Business,44425,39437,713,227,240,0,Urban,Approved
41,Male,No,1,Graduate,No,Salaried,62968,0,614,124,360,0,Semiurban,Approved
27,Male,Yes,0,Graduate,Yes,Salaried,44027,0,558,238,120,0,Rural,Approved
33,Male,No,0,Graduate,No,Self-Employed,15778,0,692,60,120,0,Urban,Approved
38,Male,Yes,2,Not Graduate,No,Self-Employed,24440,0,634,136,60,0,Urban,Approved
42,Male,No,0,Graduate,Yes,Self-Employed,32675,0,679,176,180,0,Rural,Approved
45,Male,No,0,Graduate,No,Salaried,34766,0,438,117,180,0,Urban,Rejected
47,Male,Yes,0,Graduate,No,Business,43428,6054,600,161,180,0,Urban,Rejected
53,Male,Yes,2,Graduate,No,Salaried,24259,0,676,159,180,0,Urban,Approved
23,Male,Yes,1,Graduate,Yes,Business,99147,0,544,227,240,0,Semiurban,Rejected
35,Male,No,3,Graduate,No,Salaried,34502,0,547,183,120,1,Semiurban,Rejected
21,Male,Yes,0,Graduate,No,Salaried,36176,0,683,163,240,2,Semiurban,Approved
21,Male,Yes,2,Graduate,No,Salaried,25968,0,743,208,240,0,Semiurban,Approved
29,Male,Yes,1,Not Graduate,No,Salaried,21989,0,600,68,180,1,Semiurban,Approved
44,Male,Yes,0,Graduate,No,Salaried,34093,0,656,92,120,0,Urban,Approved
55,Female,No,0,Graduate,No,Self-Employed,36819,0,658,67,360,0,Rural,Approved
51,Male,No,2,Graduate,Yes,Self-Employed,34771,0,539,177,180,0,Rural,Approved
46,Male,No,0,Graduate,No,Salaried,83082,0,787,165,60,0,Semiurban,Approved
51,Female,No,1,Graduate,No,Salaried,34093,0,664,268,120,1,Urban,Approved
27,Male,No,0,Not Graduate,No,Self-Employed,34788,7762,664,160,360,0,Rural,Rejected
53,Male,Yes,0,Graduate,No,Business,54592,0,714,98,120,2,Urban,Approved
55,Female,No,3,Graduate,Yes,Salaried,33338,0,540,144,180,1,Urban,Rejected
24,Female,Yes,2,Graduate,No,Business,47556,0,763,53,240,1,Rural,Approved
39,Female,Yes,0,Graduate,No,Salaried,19158,10770,775,109,180,0,Urban,Approved
53,Male,No,1,Not Graduate,No,Self-Employed,19234,14180,693,42,240,0,Urban,Approved
39,Male,Yes,0,Graduate,No,Self-Employed,38601,6821,722,158,120,1,Semiurban,Approved
53,Female,Yes,1,Graduate,No,Salaried,32344,22477,651,117,240,0,Semiurban,Approved
57,Female,Yes,0,Graduate,No,Salaried,24233,0,758,126,60,1,Semiurban,Rejected
39,Male,Yes,0,Not Graduate,No,Self-Employed,38597,0,606,84,120,0,Urban,Rejected
23,Male,No,0,Not Graduate,Yes,Salaried,40318,0,677,96,120,1,Semiurban,Rejected
34,Male,Yes,0,Graduate,No,Salaried,25465,15169,682,190,180,1,Urban,Approved
29,Male,Yes,0,Graduate,No,Salaried,28018,0,677,65,120,0,Rural,Approved
39,Male,Yes,0,Not Graduate,No,Self-Employed,40470,0,776,173,180,2,Urban,Approved
43,Male,Yes,3,Graduate,No,Salaried,21796,0,877,90,120,1,Urban,Approved
39,Male,Yes,0,Graduate,No,Salaried,26849,11391,670,58,180,0,Semiurban,Rejected
28,Male,Yes,0,Graduate,No,Business,47428,0,722,248,60,0,Urban,Approved
32,Male,Yes,0,Graduate,No,Self-Employed,35885,29223,608,261,180,1,Semiurban,Approved
47,Male,Yes,1,Graduate,No,Salaried,28607,60155,773,103,240,1,Urban,Approved
22,Male,Yes,0,Graduate,Yes,Salaried,23120,0,633,102,120,2,Semiurban,Approved
29,Male,Yes,0,Graduate,No,Salaried,21881,0,900,118,240,1,Urban,Approved
55,Female,No,1,Graduate,No,Salaried,34000,16957,530,90,180,0,Semiurban,Rejected
24,Male,Yes,0,Graduate,No,Salaried,99998,0,873,98,120,0,Urban,Approved
37,Male,Yes,3,Not Graduate,No,Salaried,48189,0,769,168,120,1,Urban,Approved
29,Male,No,0,Not Graduate,No,Salaried,18649,0,579,379,120,0,Urban,Approved
25,Male,Yes,1,Graduate,No,Self-Employed,51720,6332,889,112,240,2,Rural,Approved
37,Male,Yes,0,Graduate,No,Salaried,24849,31532,596,224,120,1,Semiurban,Rejected
41,Male,No,1,Graduate,No,Salaried,36227,0,652,160,360,2,Urban,Rejected
27,Male,Yes,2,Graduate,No,Business,27053,0,563,58,240,1,Urban,Rejected
24,Male,No,0,Graduate,Yes,Salaried,99845,0,667,133,180,1,Urban,Approved
26,Male,No,0,Not Graduate,No,Self-Employed,20598,19547,675,125,360,1,Urban,Approved
46,Male,No,0,Graduate,Yes,Salaried,42481,8016,755,279,120,1,Semiurban,Approved
54,Male,No,0,Graduate,No,Salaried,25780,15824,899,285,240,1,Urban,Approved
28,Male,Yes,3,Graduate,No,Salaried,52544,0,634,162,120,2,Rural,Rejected
33,Male,No,1,Graduate,Yes,Salaried,42055,0,432,246,180,0,Rural,Rejected
34,Male,Yes,1,Graduate,No,Self-Employed,68001,20038,738,125,60,2,Urban,Approved
35,Male,Yes,3,Graduate,Yes,Salaried,52003,0,630,235,240,1,Urban,Rejected
30,Male,Yes,2,Not Graduate,No,Salaried,25674,0,844,141,180,0,Urban,Approved
23,Male,Yes,2,Graduate,No,Salaried,156076,37740,677,232,180,0,Urban,Approved
41,Female,Yes,0,Graduate,Yes,Salaried,47940,14176,612,245,360,0,Semiurban,Rejected
34,Female,Yes,0,Graduate,No,Salaried,27575,0,589,192,60,1,Urban,Approved
34,Female,Yes,0,Graduate,No,Salaried,40246,0,736,93,360,0,Urban,Approved
31,Male,Yes,0,Graduate,No,Salaried,49782,22282,655,109,180,0,Urban,Rejected
57,Male,No,0,Graduate,Yes,Self-Employed,48845,12257,812,196,240,0,Semiurban,Approved
44,Male,Yes,0,Graduate,No,Self-Employed,46538,0,661,210,180,0,Urban,Rejected
37,Male,No,0,Not Graduate,No,Salaried,58879,7430,807,145,240,2,Rural,Approved
29,Male,No,0,Graduate,No,Business,56055,0,556,115,360,1,Urban,Rejected
52,Male,No,0,Not Graduate,No,Salaried,23771,0,524,148,180,0,Urban,Rejected
55,Male,Yes,0,Graduate,No,Salaried,104196,23612,755,117,240,3,Semiurban,Approved
22,Male,No,0,Not Graduate,No,Self-Employed,97192,0,638,117,360,0,Semiurban,Approved
57,Male,No,0,Graduate,No,Self-Employed,54203,0,656,358,240,3,Semiurban,Rejected
48,Female,No,1,Graduate,No,Salaried,37025,0,589,106,360,2,Semiurban,Approved
24,Male,No,1,Graduate,No,Business,37345,9232,582,173,240,1,Urban,Rejected
50,Female,Yes,0,Not Graduate,No,Business,30888,0,737,145,120,1,Urban,Approved
25,Male,Yes,0,Graduate,Yes,Salaried,32952,0,678,73,240,2,Urban,Approved
22,Male,No,0,Graduate,Yes,Salaried,12169,23062,585,71,240,0,Semiurban,Rejected
25,Male,Yes,0,Graduate,No,Self-Employed,78052,19581,751,129,60,0,Semiurban,Approved
38,Male,No,0,Graduate,No,Business,65429,0,786,51,120,0,Semiurban,Approved
45,Male,Yes,3,Graduate,No,Salaried,15704,49149,670,335,120,0,Rural,Rejected
36,Male,Yes,0,Graduate,No,Salaried,56670,19924,770,112,240,0,Semiurban,Approved
25,Male,Yes,0,Graduate,No,Self-Employed,36176,11233,590,108,240,2,Rural,Rejected
28,Male,Yes,1,Graduate,No,Salaried,32875,0,732,248,240,0,Semiurban,Approved
54,Male,No,0,Graduate,No,Self-Employed,46463,0,695,125,60,0,Semiurban,Approved
58,Female,Yes,0,Not Graduate,No,Salaried,15193,14688,609,186,60,0,Semiurban,Rejected
50,Male,No,0,Graduate,No,Self-Employed,36112,13689,865,101,120,0,Urban,Approved
25,Male,Yes,3,Graduate,No,Salaried,37788,0,701,137,240,2,Urban,Approved
52,Male,No,0,Graduate,No,Salaried,37806,0,627,218,240,2,Semiurban,Rejected
47,Male,Yes,1,Graduate,Yes,Self-Employed,18329,4810,682,87,360,1,Urban,Approved
41,Male,Yes,2,Graduate,No,Salaried,45409,0,602,175,120,1,Urban,Rejected
26,Male,Yes,0,Graduate,No,Salaried,61692,0,576,40,240,2,Rural,Rejected
59,Female,Yes,1,Graduate,No,Salaried,44519,18808,640,253,180,0,Semiurban,Approved
38,Male,No,0,Not Graduate,No,Business,32384,36717,646,102,360,0,Urban,Rejected
22,Male,No,0,Graduate,No,Salaried,139319,0,608,129,240,0,Urban,Approved
29,Male,Yes,0,Graduate,No,Self-Employed,22873,0,793,128,180,0,Rural,Approved
36,Female,Yes,3,Graduate,No,Salaried,53462,35225,611,82,240,2,Rural,Approved
23,Female,Yes,0,Graduate,No,Self-Employed,41013,0,596,79,120,1,Semiurban,Approved
33,Female,Yes,0,Graduate,No,Salaried,99325,0,573,174,240,0,Urban,Approved
39,Male,Yes,3,Graduate,No,Salaried,44063,0,565,178,240,0,Urban,Rejected
57,Male,Yes,0,Graduate,No,Salaried,49049,0,772,86,360,1,Urban,Approved
24,Male,Yes,2,Graduate,No,Salaried,46764,0,703,176,120,2,Rural,Approved
43,Female,No,1,Graduate,No,Self-Employed,21393,0,742,177,240,2,Semiurban,Approved
56,Male,Yes,1,Graduate,No,Self-Employed,23519,20701,772,111,120,1,Rural,Approved
52,Male,Yes,2,Graduate,No,Self-Employed,31640,0,650,70,240,1,Urban,Approved
57,Male,Yes,1,Graduate,Yes,Self-Employed,58612,13919,813,132,360,0,Rural,Approved
27,Male,Yes,0,Graduate,No,Self-Employed,40805,0,624,161,60,0,Semiurban,Rejected
52,Male,Yes,3,Graduate,No,Business,32749,10667,581,130,180,0,Semiurban,Rejected
59,Male,Yes,3,Graduate,No,Self-Employed,72121,0,714,100,240,1,Semiurban,Rejected
33,Male,Yes,2,Not Graduate,No,Salaried,13478,0,693,170,240,2,Semiurban,Approved
40,Female,No,1,Graduate,No,Salaried,18998,6478,693,253,120,2,Rural,Approved
41,Male,No,0,Graduate,No,Salaried,10422,0,771,91,360,0,Semiurban,Approved
40,Female,No,0,Not Graduate,Yes,Self-Employed,66447,0,690,116,360,0,Rural,Approved
32,Male,No,0,Not Graduate,No,Salaried,34601,0,708,529,240,0,Urban,Approved
58,Female,Yes,0,Graduate,No,Salaried,58873,0,802,155,180,1,Urban,Approved
58,Male,Yes,1,Graduate,No,Self-Employed,34385,0,704,71,180,2,Urban,Approved
35,Female,Yes,1,Graduate,No,Salaried,60572,7782,724,106,60,1,Urban,Approved
52,Male,No,0,Not Graduate,No,Salaried,34085,0,552,92,240,2,Rural,Rejected
36,Male,No,0,Graduate,No,Self-Employed,44576,0,900,162,60,1,Urban,Approved
51,Male,Yes,1,Graduate,No,Salaried,41430,20079,537,157,120,1,Urban,Rejected
43,Male,Yes,0,Graduate,No,Salaried,42996,0,631,98,120,3,Urban,Rejected
39,Male,Yes,3,Not Graduate,No,Salaried,84320,0,629,340,240,1,Semiurban,Rejected
25,Female,Yes,1,Graduate,No,Salaried,16120,19095,870,140,180,0,Rural,Approved
46,Female,No,0,Graduate,No,Salaried,35095,18615,626,107,240,0,Rural,Rejected
33,Male,Yes,0,Not Graduate,No,Salaried,40094,9028,720,73,60,0,Urban,Approved
29,Male,Yes,1,Graduate,No,Self-Employed,37203,17916,629,86,180,0,Semiurban,Approved
28,Male,Yes,0,Graduate,No,Self-Employed,29764,0,586,72,180,0,Urban,Rejected
59,Female,Yes,2,Graduate,No,Salaried,27796,22520,731,122,180,1,Rural,Approved
25,Female,Yes,0,Graduate,No,Salaried,78042,0,615,86,120,0,Urban,Approved
52,Male,No,0,Graduate,No,Salaried,35054,0,699,199,180,0,Rural,Approved
54,Female,Yes,0,Graduate,No,Salaried,122881,0,736,100,180,0,Rural,Approved
22,Male,Yes,1,Graduate,No,Salaried,47294,0,852,204,360,2,Semiurban,Approved
43,Female,Yes,3,Graduate,No,Salaried,31419,0,566,172,180,0,Rural,Rejected
43,Female,Yes,2,Graduate,No,Salaried,47875,18135,666,185,120,0,Urban,Rejected
34,Female,Yes,0,Not Graduate,No,Self-Employed,38348,6888,670,210,120,1,Urban,Rejected
47,Male,Yes,2,Graduate,No,Salaried,71040,13540,680,364,120,1,Urban,Approved
36,Male,Yes,0,Not Graduate,No,Business,20255,21558,900,88,120,0,Urban,Approved
38,Male,Yes,1,Graduate,No,Salaried,14756,32948,664,205,240,1,Semiurban,Approved
37,Female,No,3,Graduate,No,Self-Employed,43499,0,453,164,240,0,Semiurban,Rejected
52,Male,No,0,Not Graduate,Yes,Salaried,55152,0,662,229,60,1,Rural,Approved
45,Male,No,3,Not Graduate,No,Self-Employed,41896,15663,669,142,360,1,Rural,Rejected
35,Female,Yes,0,Graduate,No,Business,50830,16689,658,242,60,0,Urban,Rejected
57,Male,No,0,Graduate,Yes,Salaried,47227,17764,615,70,240,0,Urban,Rejected
52,Male,No,0,Graduate,Yes,Salaried,17323,0,561,81,120,0,Semiurban,Rejected
57,Male,Yes,3,Graduate,No,Business,41799,37621,874,101,180,0,Urban,Approved
49,Male,Yes,0,Graduate,No,Business,70150,34420,709,129,240,0,Semiurban,Approved
36,Male,Yes,2,Graduate,No,Business,39572,59040,663,137,120,0,Semiurban,Rejected
51,Male,No,0,Graduate,No,Salaried,18864,0,871,93,120,0,Semiurban,Approved
33,Male,Yes,1,Not Graduate,No,Salaried,30732,12754,602,82,240,2,Semiurban,Rejected
31,Male,Yes,1,Graduate,Yes,Salaried,47972,0,734,97,240,1,Rural,Approved
38,Male,No,0,Not Graduate,No,Self-Employed,89127,0,568,57,360,2,Semiurban,Rejected
